incident_state	date	transportation	serious_incident	latitude	longitude
UT	2004-05-04	H	0	40.8485564	-111.9068824
MN	2004-05-04	H	0	45.0860765	-93.2632821
PA	2004-05-05	H	0	41.1112001	-75.3862954
TN	2004-05-05	H	0	36.1626638	-86.7816016
CA	2004-05-06	H	0	38.049365	-122.1585777
CA	2004-05-06	R	0	32.715738	-117.1610838
OR	2004-05-07	H	0	45.5230622	-122.6764816
CO	2004-05-07	H	0	39.9202178	-104.8660597
VA	2004-05-10	H	0	38.9338676	-77.1772604
AR	2004-05-11	H	0	35.8422967	-90.704279
TN	2004-05-11	A	0	35.1495343	-90.0489801
CA	2004-05-12	H	0	34.07029	-117.3958797
IL	2004-05-15	R	0	41.8455877	-87.7539448
AL	2004-05-17	H	0	30.6953657	-88.0398912
KS	2004-05-19	H	0	38.9536174	-94.7335709
CO	2004-05-19	H	0	39.9202178	-104.8660597
OH	2004-05-19	H	0	39.1031182	-84.5120196
TX	2004-05-21	H	0	29.7604267	-95.3698028
PA	2004-05-21	H	0	40.2142565	-77.0085876
CA	2004-05-21	R	0	34.8957957	-117.0172826
OH	2004-05-22	R	0	41.49932	-81.6943605
TN	2004-05-24	H	0	36.1626638	-86.7816016
TX	2004-05-25	H	0	29.7335616	-95.2302123
TN	2004-05-26	H	0	36.1626638	-86.7816016
IL	2004-05-26	H	0	41.7689207	-87.857835
CA	2004-05-27	H	0	37.654656	-122.4077498
OH	2004-05-27	H	0	41.0814447	-81.5190053
CO	2004-05-27	H	0	39.8083196	-104.9338675
TX	2004-05-28	H	0	32.7766642	-96.7969879
KS	2004-05-28	H	0	38.9536174	-94.7335709
KS	2004-05-28	H	0	39.114053	-94.6274636
CA	2004-05-29	R	0	37.9357576	-122.3477486
KY	2004-05-31	R	0	38.2526647	-85.7584557
TN	2004-06-01	H	0	36.1626638	-86.7816016
IN	2004-06-02	A	0	39.768403	-86.158068
PA	2004-06-04	R	0	39.9525839	-75.1652215
CO	2004-06-07	H	0	39.9202178	-104.8660597
KS	2004-06-07	H	0	38.9536174	-94.7335709
AZ	2004-06-09	H	0	33.4483771	-112.0740373
CA	2004-06-09	H	0	32.715738	-117.1610838
OH	2004-06-10	H	0	39.843947	-84.1246608
KY	2004-06-10	H	0	38.2526647	-85.7584557
TX	2004-06-10	H	0	29.7604267	-95.3698028
OH	2004-06-11	H	0	41.6639383	-83.555212
PA	2004-06-11	H	0	39.9606643	-75.6054882
OH	2004-06-11	H	0	41.5886629	-83.8910534
IL	2004-06-12	H	0	40.1164204	-88.2433829
CA	2004-06-12	R	1	34.8957957	-117.0172826
OK	2004-06-12	H	0	35.4675602	-97.5164276
TX	2004-06-13	R	0	29.4241219	-98.4936282
NJ	2004-06-14	H	0	40.5164314	-74.3050475
TN	2004-06-15	H	0	36.1626638	-86.7816016
TX	2004-06-15	H	0	32.7766642	-96.7969879
TX	2004-06-15	H	0	32.8140177	-96.9488945
MI	2004-06-16	H	0	42.36837	-83.3527097
FL	2004-06-16	H	0	27.950575	-82.4571776
CA	2004-06-16	H	0	37.6688205	-122.0807964
TX	2004-06-16	H	0	29.5521737	-98.269734
OR	2004-06-16	H	0	43.216505	-123.3417381
TX	2004-06-16	H	0	32.7554883	-97.3307658
PA	2004-06-16	H	0	40.4406248	-79.9958864
CA	2004-06-17	H	0	33.8352932	-117.9145036
CA	2004-06-17	H	0	34.07029	-117.3958797
NV	2004-06-18	H	0	39.5349112	-119.7526886
CA	2004-06-18	H	0	34.07029	-117.3958797
MD	2004-06-18	H	0	39.6417629	-77.7199932
OH	2004-06-18	H	0	39.4453393	-83.8285375
OH	2004-06-22	H	0	39.5008943	-83.9399299
WY	2004-06-22	R	0	41.2682794	-110.9632373
NE	2004-06-23	H	0	41.2523634	-95.9979883
IL	2004-06-23	H	0	41.7689207	-87.857835
KY	2004-06-24	H	0	38.2526647	-85.7584557
MA	2004-06-24	H	0	42.5831997	-71.2848663
AL	2004-06-28	H	0	33.8225999	-85.8927457
MD	2004-06-29	H	0	39.2903848	-76.6121893
KY	2004-06-30	H	0	38.2526647	-85.7584557
CA	2004-06-30	R	0	34.0739016	-117.3136547
IL	2004-06-30	R	0	41.8781136	-87.6297982
NJ	2004-07-01	H	0	39.830391	-75.2404607
AZ	2004-07-01	H	0	32.2217429	-110.926479
TX	2004-07-01	H	0	29.7604267	-95.3698028
FL	2004-07-02	H	0	27.950575	-82.4571776
OH	2004-07-02	H	0	41.6639383	-83.555212
OH	2004-07-03	H	0	41.6639383	-83.555212
TN	2004-07-06	H	0	36.1626638	-86.7816016
MI	2004-07-06	H	0	42.2917069	-85.5872286
OH	2004-07-06	R	0	40.0581205	-82.4012642
NJ	2004-07-08	H	0	40.8625996	-74.0479182
TX	2004-07-08	H	0	29.7604267	-95.3698028
NC	2004-07-09	H	0	35.7795897	-78.6381787
OR	2004-07-10	H	0	45.2998418	-122.7737062
KS	2004-07-11	R	0	39.5630521	-95.1216356
NY	2004-07-12	H	0	43.073403	-75.2876661
IN	2004-07-12	H	0	41.079273	-85.1393513
CA	2004-07-13	H	0	37.654656	-122.4077498
CA	2004-07-13	H	0	33.8352932	-117.9145036
CT	2004-07-15	H	0	41.8809434	-72.2600655
CA	2004-07-16	H	0	34.07029	-117.3958797
CO	2004-07-16	H	0	39.9202178	-104.8660597
OR	2004-07-19	H	0	45.5230622	-122.6764816
OH	2004-07-19	H	0	41.3983838	-81.8045788
NJ	2004-07-22	H	0	40.4316955	-74.4049778
NY	2004-07-22	R	0	42.5319998	-73.7985008
VA	2004-07-26	H	0	38.0990233	-78.9691923
CA	2004-07-27	H	0	34.07029	-117.3958797
TN	2004-07-28	H	0	36.1626638	-86.7816016
MO	2004-07-28	H	0	38.7881062	-90.4974359
TX	2004-07-28	H	0	32.7766642	-96.7969879
GA	2004-07-28	H	0	33.609725	-84.2873662
IN	2004-07-29	R	0	37.9715592	-87.5710898
PA	2004-07-30	H	0	40.4406248	-79.9958864
IA	2004-07-30	H	0	41.6005448	-93.6091064
OH	2004-08-03	H	0	41.1179797	-80.8875121
NC	2004-08-03	H	0	35.9940329	-78.898619
CA	2004-08-03	R	0	33.7857948	-118.2643567
OH	2004-08-03	H	0	41.6639383	-83.555212
DE	2004-08-04	H	0	39.6620397	-75.5668166
CA	2004-08-05	H	0	34.07029	-117.3958797
PA	2004-08-05	H	0	40.0631514	-76.7183005
NV	2004-08-05	H	0	36.1699412	-115.1398296
CO	2004-08-06	H	0	39.9202178	-104.8660597
IL	2004-08-06	H	0	41.7689207	-87.857835
IN	2004-08-06	H	0	39.768403	-86.158068
OK	2004-08-08	H	0	35.4675602	-97.5164276
CA	2004-08-09	H	0	36.910231	-121.7568946
OR	2004-08-09	H	0	43.216505	-123.3417381
MO	2004-08-10	H	1	38.6270025	-90.1994042
MO	2004-08-10	R	0	39.0997265	-94.5785667
IL	2004-08-10	H	0	41.7689207	-87.857835
MS	2004-08-12	H	0	32.2390366	-90.1584206
MO	2004-08-13	H	0	37.0842271	-94.513281
IL	2004-08-13	H	0	41.9125286	-88.1347927
CO	2004-08-16	H	0	39.9202178	-104.8660597
TN	2004-08-16	H	0	36.5331586	-82.326806
AZ	2004-08-17	H	0	33.4483771	-112.0740373
CA	2004-08-17	H	0	36.3302284	-119.2920585
MI	2004-08-18	H	0	42.9633599	-85.6680863
CA	2004-08-18	H	0	33.8316745	-118.281693
NV	2004-08-18	H	0	36.1988592	-115.1175013
AZ	2004-08-18	H	0	33.4483771	-112.0740373
NY	2004-08-19	H	0	43.16103	-77.6109219
MO	2004-08-20	H	0	37.0842271	-94.513281
UT	2004-08-23	H	0	40.8485564	-111.9068824
PA	2004-08-23	H	0	40.2010241	-77.2002745
AZ	2004-08-24	H	0	32.2217429	-110.926479
CO	2004-08-25	H	0	39.9202178	-104.8660597
PA	2004-08-25	H	0	40.4406248	-79.9958864
CA	2004-08-27	H	0	37.9577016	-121.2907796
OH	2004-08-27	H	0	39.9611755	-82.9987942
TX	2004-08-28	H	0	32.8140177	-96.9488945
IL	2004-08-28	H	0	41.7689207	-87.857835
MO	2004-08-30	H	0	38.6270025	-90.1994042
OH	2004-08-30	R	0	39.9611755	-82.9987942
IL	2004-09-01	H	0	41.7689207	-87.857835
UT	2004-09-04	H	0	40.6916132	-112.0010501
CA	2004-09-04	R	0	34.8957957	-117.0172826
TX	2004-09-07	H	0	32.7554883	-97.3307658
CA	2004-09-07	H	0	34.0522342	-118.2436849
PA	2004-09-08	H	0	40.2010241	-77.2002745
IL	2004-09-08	H	0	40.1164204	-88.2433829
AZ	2004-09-09	H	0	33.4483771	-112.0740373
LA	2004-09-09	H	0	30.2421496	-93.2507099
GA	2004-09-13	H	0	33.609725	-84.2873662
CA	2004-09-13	H	0	33.8352932	-117.9145036
OK	2004-09-14	A	0	35.4675602	-97.5164276
CO	2004-09-14	H	0	39.8083196	-104.9338675
IL	2004-09-15	H	0	41.9125286	-88.1347927
MA	2004-09-15	H	0	42.5831997	-71.2848663
IL	2004-09-15	H	0	41.8781136	-87.6297982
CA	2004-09-16	H	0	37.8043637	-122.2711137
CA	2004-09-16	H	0	39.0429506	-122.9158293
AR	2004-09-18	H	0	34.769536	-92.2670941
SC	2004-09-19	H	0	35.0717945	-81.6498195
PA	2004-09-19	R	0	40.6597889	-80.2392273
TX	2004-09-21	H	0	31.3382406	-94.729097
PA	2004-09-21	H	0	40.2142565	-77.0085876
MD	2004-09-22	H	0	39.6417629	-77.7199932
TN	2004-09-22	A	0	35.1495343	-90.0489801
MI	2004-09-22	R	0	42.3211522	-85.1797142
PA	2004-09-24	R	0	40.1573169	-76.3069014
IL	2004-09-24	R	0	41.8781136	-87.6297982
OH	2004-09-24	H	0	39.1031182	-84.5120196
OR	2004-09-27	H	0	45.5230622	-122.6764816
IL	2004-09-29	R	0	41.8455877	-87.7539448
OR	2004-09-30	H	0	45.5230622	-122.6764816
MT	2004-10-01	H	0	45.7832856	-108.5006904
FL	2004-10-01	H	0	28.5383355	-81.3792365
IL	2004-10-02	R	0	41.5736457	-87.6464346
IL	2004-10-03	R	0	41.5736457	-87.6464346
TX	2004-10-04	H	0	29.7604267	-95.3698028
TN	2004-10-05	H	0	36.1626638	-86.7816016
IL	2004-10-05	R	0	41.8455877	-87.7539448
NM	2004-10-06	A	0	35.0853336	-106.6055534
TX	2004-10-07	H	0	29.7604267	-95.3698028
UT	2004-10-07	H	0	40.8485564	-111.9068824
CO	2004-10-08	H	0	39.9202178	-104.8660597
FL	2004-10-08	H	0	30.3321838	-81.655651
OR	2004-10-11	H	0	45.5230622	-122.6764816
OR	2004-10-12	H	0	43.216505	-123.3417381
OH	2004-10-12	A	0	39.4453393	-83.8285375
TN	2004-10-12	H	0	35.1495343	-90.0489801
KS	2004-10-12	R	0	38.671119	-96.9425139
PA	2004-10-15	H	0	40.1350928	-76.8596945
TN	2004-10-16	A	0	35.1495343	-90.0489801
SC	2004-10-16	H	0	35.0717945	-81.6498195
NV	2004-10-17	R	0	39.5349112	-119.7526886
PA	2004-10-19	H	0	40.4850717	-78.7247426
CA	2004-10-19	H	0	38.5815719	-121.4943996
CO	2004-10-21	H	0	39.8083196	-104.9338675
OH	2004-10-21	A	0	39.4453393	-83.8285375
OH	2004-10-21	H	0	39.8814519	-83.0929644
WI	2004-10-22	H	0	42.888627	-88.0384195
NC	2004-10-25	H	0	35.2270869	-80.8431267
TN	2004-10-26	A	0	35.1495343	-90.0489801
IA	2004-10-28	R	0	42.5005583	-90.6645718
CA	2004-10-29	H	0	34.1083449	-117.2897652
MO	2004-10-30	H	0	38.7881062	-90.4974359
NC	2004-11-02	H	0	35.7795897	-78.6381787
TX	2004-11-02	H	0	32.7766642	-96.7969879
CA	2004-11-03	H	0	32.715738	-117.1610838
OR	2004-11-05	H	0	45.5230622	-122.6764816
MA	2004-11-08	H	0	42.1306554	-71.0411582
TN	2004-11-08	H	0	36.1626638	-86.7816016
KY	2004-11-09	R	0	38.1950212	-85.6526036
TX	2004-11-09	H	0	32.7554883	-97.3307658
OH	2004-11-10	H	0	39.8814519	-83.0929644
CT	2004-11-10	H	0	41.4570108	-72.8230736
MD	2004-11-12	H	0	39.6417629	-77.7199932
CT	2004-11-12	H	0	41.8809434	-72.2600655
CT	2004-11-15	H	0	41.4570108	-72.8230736
NY	2004-11-17	H	0	42.6525793	-73.7562317
MN	2004-11-18	H	0	44.9537029	-93.0899578
CO	2004-11-19	H	0	39.8083196	-104.9338675
LA	2004-11-19	H	0	29.9660371	-90.1531298
CO	2004-11-19	H	0	39.8083196	-104.9338675
IL	2004-11-22	R	0	41.8781136	-87.6297982
CO	2004-11-24	H	0	39.8083196	-104.9338675
WV	2004-11-29	H	0	38.4148146	-81.8440197
SC	2004-11-29	H	0	34.0007104	-81.0348144
TX	2004-12-01	H	0	29.7604267	-95.3698028
PA	2004-12-02	H	0	40.4406248	-79.9958864
IN	2004-12-03	H	0	39.768403	-86.158068
OH	2004-12-04	A	0	39.4453393	-83.8285375
PA	2004-12-06	H	0	40.1350928	-76.8596945
SC	2004-12-06	H	0	34.7023389	-82.4645714
AZ	2004-12-06	R	0	32.2217429	-110.926479
NY	2004-12-07	H	0	42.409134	-74.1519333
IL	2004-12-08	H	0	40.1483768	-89.3648183
VA	2004-12-09	H	0	37.2709704	-79.9414266
GA	2004-12-13	H	0	33.609725	-84.2873662
FL	2004-12-13	H	0	26.2378597	-80.1247667
PA	2004-12-13	R	0	40.1573169	-76.3069014
TX	2004-12-15	H	0	31.7618778	-106.4850217
OH	2004-12-16	H	0	41.6639383	-83.555212
MD	2004-12-21	H	0	39.6417629	-77.7199932
LA	2004-12-21	R	0	30.4582829	-91.1403196
AZ	2004-12-23	H	0	33.4483771	-112.0740373
IL	2004-12-23	H	0	40.1164204	-88.2433829
PA	2004-12-27	H	0	40.1186944	-74.9304596
TN	2004-12-29	H	0	35.9606384	-83.9207392
CT	2004-12-30	H	0	41.8809434	-72.2600655
CO	2004-12-30	H	0	39.9202178	-104.8660597
IL	2005-01-05	H	0	41.9125286	-88.1347927
MO	2005-01-06	H	0	37.948544	-91.7715303
CO	2005-01-09	R	0	39.7392358	-104.990251
AL	2005-01-12	H	0	30.5476941	-88.1752796
IL	2005-01-12	H	0	41.9125286	-88.1347927
UT	2005-01-12	R	1	38.3969108	-113.0107892
IL	2005-01-13	H	0	41.9125286	-88.1347927
CA	2005-01-13	H	0	38.5471327	-122.8163802
CT	2005-01-14	H	0	41.4570108	-72.8230736
OK	2005-01-14	H	0	35.4675602	-97.5164276
NJ	2005-01-14	H	0	40.446495	-74.3859831
ID	2005-01-14	H	0	43.6187102	-116.2146068
AZ	2005-01-17	R	0	33.4483771	-112.0740373
KS	2005-01-18	R	1	39.114053	-94.6274636
IL	2005-01-18	R	0	40.9478158	-90.3712395
IL	2005-01-19	H	0	41.9125286	-88.1347927
KS	2005-01-19	R	0	38.8402805	-97.6114237
NV	2005-01-20	H	0	39.5349112	-119.7526886
PA	2005-01-21	H	0	40.2142565	-77.0085876
TN	2005-01-23	A	0	35.1495343	-90.0489801
VA	2005-01-26	H	0	37.5407246	-77.4360481
OH	2005-01-26	H	0	39.8814519	-83.0929644
MD	2005-01-28	R	0	39.2903848	-76.6121893
CT	2005-01-28	H	0	41.8809434	-72.2600655
MA	2005-01-31	H	0	42.1306554	-71.0411582
CA	2005-01-31	H	0	34.0522342	-118.2436849
IA	2005-02-01	R	0	41.2619444	-95.8608333
OH	2005-02-02	H	0	39.1031182	-84.5120196
AZ	2005-02-04	H	0	32.2217429	-110.926479
NV	2005-02-04	H	0	36.0395247	-114.9817213
CA	2005-02-04	H	0	34.0005691	-118.1597929
KS	2005-02-04	R	0	38.671119	-96.9425139
IA	2005-02-07	R	0	42.0494674	-92.9080375
AZ	2005-02-08	H	0	33.4255104	-111.9400054
CA	2005-02-08	H	0	38.5815719	-121.4943996
OR	2005-02-09	A	0	45.3840077	-122.7639851
AZ	2005-02-10	H	0	32.2217429	-110.926479
AZ	2005-02-10	H	0	32.2217429	-110.926479
IL	2005-02-10	H	0	41.6008681	-87.6069894
OH	2005-02-13	H	0	39.4453393	-83.8285375
WI	2005-02-14	R	0	43.0389025	-87.9064736
NC	2005-02-14	H	0	35.2270869	-80.8431267
PA	2005-02-15	H	0	40.2142565	-77.0085876
KS	2005-02-17	R	0	39.0558235	-95.6890185
OR	2005-02-21	H	0	45.5230622	-122.6764816
TX	2005-02-22	H	0	32.7554883	-97.3307658
LA	2005-02-24	H	0	29.9510658	-90.0715323
PA	2005-02-24	H	0	40.4406248	-79.9958864
KY	2005-02-24	A	0	38.2526647	-85.7584557
IN	2005-02-25	R	0	39.7628227	-86.3997167
CA	2005-02-28	H	0	33.8352932	-117.9145036
PR	2005-03-01	W	1	18.4655394	-66.1057355
KS	2005-03-01	H	0	39.0228485	-94.7151865
CA	2005-03-04	R	0	34.8957957	-117.0172826
UT	2005-03-07	H	0	40.7607793	-111.8910474
TN	2005-03-08	H	0	35.1495343	-90.0489801
OH	2005-03-08	H	0	41.6639383	-83.555212
CA	2005-03-08	H	0	34.0522342	-118.2436849
CA	2005-03-10	R	0	34.8957957	-117.0172826
IL	2005-03-11	H	0	41.9125286	-88.1347927
TN	2005-03-14	H	0	36.1626638	-86.7816016
IL	2005-03-14	H	0	41.9125286	-88.1347927
IN	2005-03-15	H	0	41.079273	-85.1393513
MI	2005-03-15	H	0	42.2917069	-85.5872286
NY	2005-03-16	R	0	42.5319998	-73.7985008
KS	2005-03-16	H	0	39.0611154	-94.8196847
OH	2005-03-17	H	0	39.8814519	-83.0929644
IL	2005-03-18	H	0	41.9125286	-88.1347927
SC	2005-03-18	H	0	35.0717945	-81.6498195
CO	2005-03-21	H	0	39.9202178	-104.8660597
IL	2005-03-24	H	0	41.9125286	-88.1347927
FL	2005-03-24	H	0	28.5383355	-81.3792365
OH	2005-03-24	H	0	41.6639383	-83.555212
NY	2005-03-24	H	0	42.8864468	-78.8783689
AR	2005-03-25	H	0	34.7464809	-92.2895948
KY	2005-03-25	H	0	38.2526647	-85.7584557
CA	2005-03-26	R	0	34.8957957	-117.0172826
CA	2005-03-26	R	0	34.8957957	-117.0172826
TN	2005-03-28	H	0	36.1626638	-86.7816016
KY	2005-03-29	R	0	38.0372967	-84.8966171
FL	2005-03-29	H	0	28.5383355	-81.3792365
AZ	2005-04-02	H	0	33.4483771	-112.0740373
MN	2005-04-06	H	0	44.9537029	-93.0899578
NJ	2005-04-07	A	0	40.5187154	-74.4120953
IL	2005-04-08	R	0	41.5572567	-87.6656014
PA	2005-04-08	H	0	40.4406248	-79.9958864
NY	2005-04-08	R	0	42.5319998	-73.7985008
PA	2005-04-09	H	0	40.1350928	-76.8596945
TX	2005-04-12	H	0	32.7554883	-97.3307658
IN	2005-04-13	H	0	39.768403	-86.158068
CT	2005-04-14	H	0	41.4570108	-72.8230736
VA	2005-04-15	H	0	37.2934681	-80.0547626
OH	2005-04-15	R	0	39.9611755	-82.9987942
CA	2005-04-16	H	0	34.07029	-117.3958797
OH	2005-04-18	H	0	41.3983838	-81.8045788
SC	2005-04-18	H	0	34.1954331	-79.7625625
CA	2005-04-19	H	0	38.5815719	-121.4943996
NJ	2005-04-20	H	0	40.5164314	-74.3050475
WI	2005-04-26	H	0	43.7971946	-90.0773495
TN	2005-04-28	H	0	36.1626638	-86.7816016
CA	2005-04-29	R	0	34.0739016	-117.3136547
PA	2005-04-29	H	0	40.0325817	-75.6274583
OH	2005-04-30	R	0	41.0531109	-82.7262906
TN	2005-05-02	R	0	35.9606384	-83.9207392
LA	2005-05-02	H	0	29.9468716	-90.3231349
CA	2005-05-02	R	0	34.1064001	-117.3703235
WA	2005-05-03	H	0	47.3073228	-122.2284532
NE	2005-05-03	A	0	41.2523634	-95.9979883
PA	2005-05-05	H	0	40.1350928	-76.8596945
VA	2005-05-05	H	0	38.8942786	-77.4310992
VA	2005-05-05	H	0	38.8942786	-77.4310992
IL	2005-05-06	H	0	41.9125286	-88.1347927
TN	2005-05-10	A	0	35.1495343	-90.0489801
CA	2005-05-10	H	0	33.8352932	-117.9145036
OH	2005-05-12	A	0	39.4453393	-83.8285375
KY	2005-05-13	A	0	38.2526647	-85.7584557
WI	2005-05-13	H	0	43.1836046	-89.2137254
OH	2005-05-13	H	0	39.1031182	-84.5120196
TN	2005-05-15	A	0	35.1495343	-90.0489801
CA	2005-05-16	H	0	37.654656	-122.4077498
TX	2005-05-17	H	0	32.7766642	-96.7969879
CA	2005-05-18	H	0	34.07029	-117.3958797
CA	2005-05-20	W	0	34.0522342	-118.2436849
AZ	2005-05-20	H	0	33.4255104	-111.9400054
IA	2005-05-20	R	0	43.1535728	-93.2010367
ID	2005-05-21	H	0	43.4916514	-112.0339645
IL	2005-05-23	H	0	41.9125286	-88.1347927
IL	2005-05-24	H	0	41.7689207	-87.857835
WI	2005-05-25	H	0	42.959738	-87.861471
PA	2005-05-25	H	0	40.5042354	-79.9489413
TN	2005-05-27	H	0	36.1626638	-86.7816016
PA	2005-05-27	H	0	40.1350928	-76.8596945
NJ	2005-05-27	H	0	40.5164314	-74.3050475
KS	2005-06-01	H	0	39.0228485	-94.7151865
OH	2005-06-01	H	0	41.49932	-81.6943605
OH	2005-06-01	H	0	39.8814519	-83.0929644
TX	2005-06-02	H	0	32.8140177	-96.9488945
IL	2005-06-07	H	0	41.9125286	-88.1347927
CA	2005-06-07	R	0	34.9067778	-116.838024
OH	2005-06-08	H	0	39.3331197	-82.9824019
PA	2005-06-09	R	0	40.6084305	-75.4901833
OH	2005-06-10	H	0	41.5628294	-83.6538244
OH	2005-06-10	H	0	39.8814519	-83.0929644
CA	2005-06-10	H	0	34.07029	-117.3958797
TN	2005-06-12	A	0	35.1495343	-90.0489801
WI	2005-06-14	H	0	43.0730517	-89.4012302
PA	2005-06-14	H	0	39.9625984	-76.727745
GA	2005-06-14	H	0	33.7489954	-84.3879824
CA	2005-06-15	H	0	38.049365	-122.1585777
FL	2005-06-22	H	0	28.5383355	-81.3792365
IL	2005-06-22	H	0	41.8781136	-87.6297982
CA	2005-06-24	H	0	38.5815719	-121.4943996
CA	2005-06-25	H	0	38.5815719	-121.4943996
WI	2005-06-27	H	0	44.5149879	-88.3303798
TN	2005-06-27	H	0	36.1626638	-86.7816016
IL	2005-06-27	R	0	41.8781136	-87.6297982
CA	2005-06-29	H	0	38.049365	-122.1585777
FL	2005-06-30	H	0	27.950575	-82.4571776
NJ	2005-07-01	H	0	40.5164314	-74.3050475
NJ	2005-07-05	H	0	40.5164314	-74.3050475
CT	2005-07-06	H	0	30.9382946	-85.3812984
UT	2005-07-07	H	0	40.7607793	-111.8910474
CA	2005-07-07	H	0	38.5815719	-121.4943996
MO	2005-07-07	H	0	37.948544	-91.7715303
FL	2005-07-08	H	0	28.5383355	-81.3792365
OH	2005-07-09	H	0	39.8814519	-83.0929644
IL	2005-07-12	H	0	41.4883685	-87.5675414
MN	2005-07-12	H	0	45.1049656	-93.2085582
OH	2005-07-14	H	0	39.843947	-84.1246608
CA	2005-07-14	H	0	37.8043637	-122.2711137
PA	2005-07-14	H	0	40.5042354	-79.9489413
NJ	2005-07-14	H	0	40.5684363	-74.5384889
CA	2005-07-15	H	0	38.5815719	-121.4943996
TX	2005-07-15	H	0	32.7766642	-96.7969879
KS	2005-07-18	H	0	38.9536174	-94.7335709
TN	2005-07-19	H	0	35.1495343	-90.0489801
WI	2005-07-19	H	0	43.0430678	-88.078978
OH	2005-07-20	H	0	39.8814519	-83.0929644
AL	2005-07-20	H	0	32.3668052	-86.2999689
CA	2005-07-22	H	0	34.0522342	-118.2436849
GA	2005-07-22	H	0	33.7489954	-84.3879824
WI	2005-07-22	H	0	43.0430678	-88.078978
OH	2005-07-23	H	0	39.8814519	-83.0929644
MI	2005-07-26	H	0	42.36837	-83.3527097
NJ	2005-07-26	R	0	40.8042674	-74.012084
NY	2005-07-27	H	0	43.0481221	-76.1474244
UT	2005-07-27	H	0	40.7607793	-111.8910474
KY	2005-07-28	R	0	38.2526647	-85.7584557
KY	2005-07-28	H	0	38.2526647	-85.7584557
TX	2005-07-28	H	0	29.7604267	-95.3698028
OH	2005-07-29	H	0	39.4453393	-83.8285375
UT	2005-07-30	H	0	40.7607793	-111.8910474
AK	2005-07-30	A	0	61.2180556	-149.9002778
TX	2005-08-01	H	0	32.7766642	-96.7969879
TX	2005-08-01	H	0	32.7766642	-96.7969879
GA	2005-08-01	H	0	33.7489954	-84.3879824
TX	2005-08-02	A	0	32.7667955	-96.5991593
CO	2005-08-02	H	0	39.9202178	-104.8660597
AL	2005-08-02	H	0	33.5381601	-86.7072102
NY	2005-08-02	H	0	42.8864468	-78.8783689
TX	2005-08-02	H	0	32.7667955	-96.5991593
UT	2005-08-02	H	0	40.8485564	-111.9068824
OH	2005-08-03	H	0	41.6639383	-83.555212
CO	2005-08-03	H	0	39.9202178	-104.8660597
AZ	2005-08-04	H	0	33.4483771	-112.0740373
MO	2005-08-05	H	0	38.6270025	-90.1994042
PA	2005-08-06	H	0	40.2192374	-79.6094849
OR	2005-08-06	R	1	45.5230622	-122.6764816
IA	2005-08-07	R	0	42.4999942	-96.4003069
CO	2005-08-10	H	0	39.8083196	-104.9338675
TX	2005-08-10	H	0	32.7766642	-96.7969879
IN	2005-08-10	H	1	40.0411536	-86.8744516
NJ	2005-08-10	H	0	40.6220478	-74.2445902
GA	2005-08-10	H	0	33.8981579	-84.2832564
OK	2005-08-13	H	0	35.4675602	-97.5164276
WA	2005-08-14	R	0	46.1381676	-122.9381672
CA	2005-08-16	H	0	34.0522342	-118.2436849
CA	2005-08-16	H	0	38.5815719	-121.4943996
IA	2005-08-16	R	0	43.1535728	-93.2010367
FL	2005-08-17	H	0	30.3321838	-81.655651
MD	2005-08-17	H	0	39.2903848	-76.6121893
TN	2005-08-17	H	0	35.1495343	-90.0489801
IA	2005-08-17	R	0	43.1535728	-93.2010367
MD	2005-08-18	H	0	39.6417629	-77.7199932
OH	2005-08-18	H	0	39.8814519	-83.0929644
CA	2005-08-18	H	0	33.8352932	-117.9145036
NJ	2005-08-18	H	0	40.5164314	-74.3050475
OH	2005-08-19	H	0	39.9611755	-82.9987942
VA	2005-08-19	H	0	37.5407246	-77.4360481
GA	2005-08-19	H	0	33.7489954	-84.3879824
GA	2005-08-19	H	0	33.7489954	-84.3879824
CA	2005-08-20	H	0	34.07029	-117.3958797
NY	2005-08-20	H	0	43.0481221	-76.1474244
CA	2005-08-21	H	0	38.032977	-122.2669138
PA	2005-08-22	A	0	40.7933949	-77.8600012
GA	2005-08-22	H	0	33.8981579	-84.2832564
IL	2005-08-23	R	0	40.211422	-88.5061721
PA	2005-08-23	H	0	41.2492279	-78.7994738
UT	2005-08-24	H	0	40.7607793	-111.8910474
MN	2005-08-25	H	0	44.8041322	-93.1668858
CA	2005-08-25	H	0	37.3382082	-121.8863286
MO	2005-08-26	H	0	38.7699175	-90.4667501
CO	2005-08-26	H	0	39.9202178	-104.8660597
CA	2005-08-26	H	0	38.049365	-122.1585777
CA	2005-08-27	H	0	37.3382082	-121.8863286
KS	2005-08-30	R	1	38.0608445	-97.9297743
OR	2005-08-31	H	0	43.216505	-123.3417381
MO	2005-09-01	H	0	39.0997265	-94.5785667
MO	2005-09-01	H	0	37.948544	-91.7715303
OH	2005-09-03	H	0	39.8814519	-83.0929644
CA	2005-09-05	H	1	37.931868	-121.6957863
TX	2005-09-06	H	0	32.761422	-96.8580128
NV	2005-09-07	H	0	39.5349112	-119.7526886
MT	2005-09-08	H	0	45.7832856	-108.5006904
OH	2005-09-08	H	0	39.8814519	-83.0929644
OH	2005-09-08	H	0	41.6639383	-83.555212
TX	2005-09-10	H	0	29.5521737	-98.269734
TX	2005-09-10	H	0	32.7667955	-96.5991593
