incident_state	date	transportation	serious_incident	latitude	longitude
MI	1998-03-02	H	0	43.0014133	-85.7680915
TX	1998-03-03	H	0	29.7604267	-95.3698028
PA	1998-03-04	H	0	40.2010241	-77.2002745
LA	1998-03-10	H	0	32.5251516	-93.7501789
NY	1998-03-11	H	0	41.2625965	-73.8183804
NY	1998-03-11	H	0	41.2625965	-73.8183804
OH	1998-03-12	H	0	41.3614401	-81.812912
TN	1998-03-12	R	0	35.7328541	-84.3338112
OH	1998-03-16	R	0	39.9611755	-82.9987942
PA	1998-03-18	H	0	40.1000961	-76.3541265
NC	1998-03-18	H	0	36.0726354	-79.7919754
TX	1998-03-18	A	0	31.7618778	-106.4850217
OH	1998-03-19	H	0	39.8814519	-83.0929644
WA	1998-03-23	H	0	47.6587802	-117.4260466
IL	1998-03-24	H	0	41.7641723	-87.7812524
MA	1998-03-24	H	0	42.5998139	-71.3672838
IL	1998-03-24	R	0	41.7641723	-87.7812524
NY	1998-03-24	H	0	41.2625965	-73.8183804
IL	1998-03-25	R	0	41.7641723	-87.7812524
FL	1998-03-27	H	0	28.5383355	-81.3792365
OH	1998-03-29	R	0	39.9611755	-82.9987942
CA	1998-03-31	H	0	34.003903	-118.230073
TX	1998-03-31	R	0	35.2219971	-101.8312969
PA	1998-04-01	H	0	40.1186944	-74.9304596
UT	1998-04-01	H	0	40.7607793	-111.8910474
TN	1998-04-01	R	0	35.1495343	-90.0489801
MD	1998-04-01	H	0	39.1978788	-76.7625073
CA	1998-04-01	H	0	34.003903	-118.230073
MO	1998-04-02	H	0	38.6270025	-90.1994042
NJ	1998-04-03	H	0	40.8042674	-74.012084
SD	1998-04-04	R	1	45.4646985	-98.4864829
CT	1998-04-07	H	0	41.4825947	-73.4095652
TX	1998-04-07	R	0	31.0982344	-97.342782
NJ	1998-04-09	H	0	40.8042674	-74.012084
WA	1998-04-10	H	0	47.4739884	-122.2609558
OH	1998-04-11	R	0	39.5589474	-84.3041074
CA	1998-04-14	H	0	37.654656	-122.4077498
MD	1998-04-14	H	0	39.2903848	-76.6121893
PA	1998-04-16	H	0	40.1000961	-76.3541265
OH	1998-04-17	H	0	41.4047742	-81.7229086
CA	1998-04-21	R	0	34.003903	-118.230073
CA	1998-04-22	H	0	34.5827699	-117.409215
KS	1998-04-23	H	0	37.6871761	-97.330053
IL	1998-04-24	H	0	40.124481	-87.6300207
OH	1998-04-27	H	0	41.6639383	-83.555212
MI	1998-04-28	H	0	42.3944486	-83.2973732
IL	1998-04-30	H	0	41.7689207	-87.857835
OH	1998-05-03	H	0	39.9611755	-82.9987942
AZ	1998-05-04	H	0	33.4483771	-112.0740373
OH	1998-05-04	H	0	39.8814519	-83.0929644
UT	1998-05-04	H	0	40.7607793	-111.8910474
IL	1998-05-06	H	0	41.931696	-87.9889556
OR	1998-05-06	R	0	45.7965211	-119.3122389
MI	1998-05-07	H	0	42.9133602	-85.7053085
TX	1998-05-08	H	0	29.7604267	-95.3698028
IL	1998-05-13	H	0	41.7689207	-87.857835
NJ	1998-05-13	H	0	40.8042674	-74.012084
NJ	1998-05-13	H	0	40.1364991	-74.7287714
IL	1998-05-14	H	0	41.7689207	-87.857835
LA	1998-05-14	H	0	32.1632079	-91.720681
UT	1998-05-15	H	0	41.223	-111.9738304
UT	1998-05-15	H	0	41.223	-111.9738304
MI	1998-05-19	H	0	42.6389216	-83.2910468
NJ	1998-05-21	H	0	40.8042674	-74.012084
CA	1998-05-22	H	0	34.9530337	-120.4357191
MA	1998-05-22	H	0	42.5998139	-71.3672838
MA	1998-05-22	H	0	42.5998139	-71.3672838
IL	1998-05-26	H	0	41.7689207	-87.857835
NJ	1998-05-27	H	0	40.8581553	-74.0806971
NY	1998-05-27	H	0	42.8142432	-73.9395687
IL	1998-05-28	H	0	41.7689207	-87.857835
SC	1998-05-28	H	0	34.0007104	-81.0348144
IL	1998-06-02	H	0	41.7689207	-87.857835
CA	1998-06-02	H	0	33.1192068	-117.086421
IL	1998-06-04	H	0	41.7689207	-87.857835
OH	1998-06-04	H	0	41.2397772	-81.6381785
NM	1998-06-06	H	0	35.0853336	-106.6055534
IL	1998-06-09	H	0	41.7014217	-87.7792196
AZ	1998-06-10	H	0	33.4483771	-112.0740373
CT	1998-06-10	H	0	41.8809434	-72.2600655
IL	1998-06-10	H	0	40.1483768	-89.3648183
AZ	1998-06-11	H	0	33.4483771	-112.0740373
CA	1998-06-11	H	0	34.055103	-117.7499909
MN	1998-06-14	H	0	44.8041322	-93.1668858
IL	1998-06-15	H	0	41.7689207	-87.857835
NJ	1998-06-16	H	0	40.9253725	-74.2765441
PA	1998-06-17	H	0	40.2010241	-77.2002745
IN	1998-06-17	R	0	41.6819935	-85.9766671
NY	1998-06-17	H	0	40.7294018	-73.9065883
GA	1998-06-17	H	0	33.609725	-84.2873662
MI	1998-06-18	H	0	42.9133602	-85.7053085
GA	1998-06-18	H	0	33.7489954	-84.3879824
PA	1998-06-19	H	0	40.2142565	-77.0085876
KY	1998-06-19	H	0	38.2526647	-85.7584557
NE	1998-06-19	R	0	40.5862583	-98.3898726
TX	1998-06-22	H	0	29.7604267	-95.3698028
GA	1998-06-24	H	0	31.5785074	-84.155741
CA	1998-06-24	H	0	32.715738	-117.1610838
NY	1998-06-26	R	1	41.1489458	-73.9830029
CA	1998-06-29	H	0	37.36883	-122.0363496
FL	1998-06-30	H	0	28.3861159	-80.7419984
OH	1998-06-30	H	0	39.8814519	-83.0929644
IL	1998-07-01	H	0	41.7689207	-87.857835
CA	1998-07-01	H	0	38.5815719	-121.4943996
NJ	1998-07-01	H	0	40.8042674	-74.012084
WA	1998-07-02	H	0	47.6739881	-122.121512
TX	1998-07-02	H	0	32.8140177	-96.9488945
NY	1998-07-02	H	0	42.8142432	-73.9395687
MA	1998-07-02	H	0	42.5998139	-71.3672838
IN	1998-07-05	R	0	39.7042123	-86.3994387
KY	1998-07-06	H	0	38.2526647	-85.7584557
CA	1998-07-06	R	0	34.8957957	-117.0172826
KY	1998-07-09	H	0	38.2526647	-85.7584557
AR	1998-07-11	H	0	35.8422967	-90.704279
NC	1998-07-11	R	0	34.2257255	-77.9447102
MS	1998-07-13	H	0	32.3643098	-88.703656
VA	1998-07-14	H	0	37.5407246	-77.4360481
TN	1998-07-14	A	0	35.1495343	-90.0489801
GA	1998-07-15	H	0	30.6846637	-83.1828732
AZ	1998-07-15	H	0	33.4483771	-112.0740373
IL	1998-07-22	R	0	38.5161634	-90.2103903
TX	1998-07-23	H	0	29.7604267	-95.3698028
TX	1998-07-23	H	0	32.7766642	-96.7969879
IL	1998-07-24	H	0	41.7689207	-87.857835
OH	1998-07-24	R	0	39.9611755	-82.9987942
MA	1998-07-24	H	0	42.5998139	-71.3672838
PA	1998-07-24	H	0	41.3259134	-75.7893604
CA	1998-07-27	R	0	34.0522342	-118.2436849
IL	1998-07-29	H	0	41.7689207	-87.857835
IL	1998-07-30	H	0	41.7689207	-87.857835
PA	1998-08-02	H	0	40.2142565	-77.0085876
CA	1998-08-03	H	0	33.8583483	-118.0647871
OR	1998-08-03	H	0	45.5230622	-122.6764816
SC	1998-08-04	H	0	35.0717945	-81.6498195
IL	1998-08-04	H	0	41.7689207	-87.857835
NY	1998-08-05	H	0	42.8864468	-78.8783689
IL	1998-08-06	H	0	41.7689207	-87.857835
NY	1998-08-07	H	0	41.0550969	-73.8201337
VA	1998-08-10	H	0	37.5407246	-77.4360481
IL	1998-08-10	H	0	41.7689207	-87.857835
TX	1998-08-10	H	0	32.7554883	-97.3307658
WA	1998-08-11	R	0	47.6062095	-122.3320708
IL	1998-08-12	H	0	41.7689207	-87.857835
KY	1998-08-14	H	0	38.2526647	-85.7584557
IN	1998-08-18	H	0	39.768403	-86.158068
OH	1998-08-21	H	0	39.9611755	-82.9987942
IL	1998-08-24	H	0	41.7641723	-87.7812524
TN	1998-08-26	A	0	35.1495343	-90.0489801
CT	1998-08-28	H	0	41.3909139	-72.8595447
CO	1998-08-30	H	0	39.7294319	-104.8319195
MN	1998-08-30	H	1	45.737465	-94.9525216
OH	1998-09-01	H	0	39.9611755	-82.9987942
UT	1998-09-02	H	0	40.6916132	-112.0010501
IL	1998-09-03	H	0	41.5061419	-88.1145036
MO	1998-09-03	H	0	38.7699175	-90.4667501
PA	1998-09-05	H	0	40.2010241	-77.2002745
CO	1998-09-10	H	0	39.7294319	-104.8319195
TX	1998-09-14	H	0	30.267153	-97.7430608
OH	1998-09-15	H	0	39.8814519	-83.0929644
LA	1998-09-15	H	0	34.003903	-118.230073
OH	1998-09-15	H	0	39.8814519	-83.0929644
CA	1998-09-15	H	0	34.003903	-118.230073
CA	1998-09-15	H	0	34.003903	-118.230073
OH	1998-09-15	H	0	39.8814519	-83.0929644
IL	1998-09-15	H	0	41.7689207	-87.857835
OH	1998-09-16	H	0	39.8814519	-83.0929644
KY	1998-09-17	H	0	38.2526647	-85.7584557
KS	1998-09-17	H	0	39.114053	-94.6274636
OH	1998-09-18	H	0	39.8814519	-83.0929644
MN	1998-09-20	H	0	44.977753	-93.2650108
TX	1998-09-22	H	0	32.7554883	-97.3307658
CA	1998-09-24	H	0	38.5804609	-121.530234
CA	1998-09-25	H	0	37.8043637	-122.2711137
OH	1998-09-30	H	0	41.6639383	-83.555212
TX	1998-10-02	H	0	29.7604267	-95.3698028
TX	1998-10-05	H	0	30.267153	-97.7430608
MD	1998-10-06	H	0	39.1492746	-76.7752493
KS	1998-10-06	H	0	39.0228485	-94.7151865
CO	1998-10-08	H	0	39.8083196	-104.9338675
IA	1998-10-09	H	0	41.8444735	-90.1887379
IL	1998-10-13	H	0	41.7641723	-87.7812524
TN	1998-10-14	H	0	35.1495343	-90.0489801
IL	1998-10-15	H	0	41.7689207	-87.857835
CO	1998-10-16	H	0	39.9202178	-104.8660597
VA	1998-10-16	R	0	36.7682088	-76.2874927
PA	1998-10-19	H	0	40.2731911	-76.8867008
NC	1998-10-22	H	0	35.2270869	-80.8431267
MA	1998-10-23	H	0	42.5998139	-71.3672838
CA	1998-10-24	H	0	37.8043637	-122.2711137
IL	1998-10-25	R	0	38.624514	-90.1506465
MN	1998-10-25	R	0	44.977753	-93.2650108
IL	1998-10-26	H	0	41.7689207	-87.857835
CA	1998-10-27	H	0	32.715738	-117.1610838
MO	1998-10-28	H	0	38.6270025	-90.1994042
IL	1998-10-29	H	0	41.7641723	-87.7812524
NY	1998-10-29	H	0	41.2625965	-73.8183804
NC	1998-10-29	H	0	36.0726354	-79.7919754
NJ	1998-10-30	R	0	40.735657	-74.1723667
IN	1998-10-30	H	0	39.8289369	-84.8902382
MN	1998-10-30	H	0	44.0855572	-93.2259349
VA	1998-11-01	H	0	38.9181671	-78.1944446
NC	1998-11-02	H	0	35.823483	-78.8255621
UT	1998-11-02	R	0	41.223	-111.9738304
TN	1998-11-04	H	0	36.1626638	-86.7816016
OH	1998-11-05	H	0	39.8814519	-83.0929644
OH	1998-11-05	H	0	41.6639383	-83.555212
MA	1998-11-09	H	0	42.5998139	-71.3672838
AR	1998-11-10	H	0	33.4417915	-94.0376881
UT	1998-11-10	H	0	40.8485564	-111.9068824
OH	1998-11-11	H	0	39.9611755	-82.9987942
NE	1998-11-11	R	0	41.1402759	-100.7601454
KS	1998-11-11	R	0	39.114053	-94.6274636
NE	1998-11-13	H	0	41.2523634	-95.9979883
IN	1998-11-13	H	0	39.768403	-86.158068
IL	1998-11-16	H	0	42.0333607	-88.0834059
KY	1998-11-18	A	0	38.2526647	-85.7584557
CA	1998-11-18	H	0	38.440429	-122.7140548
IL	1998-11-19	H	0	41.7689207	-87.857835
CA	1998-11-22	H	0	38.5815719	-121.4943996
OR	1998-11-23	H	0	44.0520691	-123.0867536
TN	1998-11-24	A	0	35.1495343	-90.0489801
UT	1998-12-04	H	0	40.7607793	-111.8910474
CA	1998-12-07	H	0	38.232417	-122.6366524
IA	1998-12-08	H	0	41.6005448	-93.6091064
FL	1998-12-08	H	0	26.7753405	-80.0580969
CA	1998-12-09	H	0	38.5815719	-121.4943996
IL	1998-12-09	H	0	41.7689207	-87.857835
KY	1998-12-09	R	0	38.2120144	-85.2235666
NC	1998-12-10	H	0	35.2270869	-80.8431267
MO	1998-12-11	R	0	39.0997265	-94.5785667
MD	1998-12-11	H	0	39.2903848	-76.6121893
FL	1998-12-15	H	0	28.5383355	-81.3792365
OH	1998-12-15	H	0	39.8814519	-83.0929644
CO	1998-12-15	H	0	39.8083196	-104.9338675
CA	1998-12-17	H	0	37.4323341	-121.8995741
KY	1998-12-18	A	0	38.2526647	-85.7584557
TN	1998-12-21	H	0	36.1626638	-86.7816016
AZ	1998-12-22	R	0	33.4483771	-112.0740373
OH	1998-12-28	H	0	39.8814519	-83.0929644
OH	1998-12-30	H	0	39.8814519	-83.0929644
IL	1998-12-31	H	0	41.7689207	-87.857835
TX	1999-01-06	H	0	29.7604267	-95.3698028
VA	1999-01-07	H	0	38.0990233	-78.9691923
NM	1999-01-07	H	0	35.0853336	-106.6055534
WA	1999-01-08	H	0	47.6062095	-122.3320708
UT	1999-01-13	H	0	40.7607793	-111.8910474
KY	1999-01-13	H	0	38.0405837	-84.5037164
UT	1999-01-14	H	0	40.7607793	-111.8910474
IL	1999-01-21	H	0	41.7689207	-87.857835
NY	1999-01-22	H	0	41.2709274	-73.7776336
CA	1999-01-26	H	0	34.2163937	-119.0376023
PA	1999-01-26	H	0	39.9525839	-75.1652215
AZ	1999-01-26	R	0	33.4483771	-112.0740373
NY	1999-01-27	H	0	43.0481221	-76.1474244
UT	1999-01-27	H	0	40.7607793	-111.8910474
NC	1999-01-27	H	0	36.0726354	-79.7919754
IL	1999-01-28	H	0	41.7689207	-87.857835
NY	1999-01-28	R	0	42.5319998	-73.7985008
GA	1999-02-01	H	0	32.4609764	-84.9877094
IL	1999-02-04	H	0	41.7689207	-87.857835
AZ	1999-02-07	R	0	33.4483771	-112.0740373
IA	1999-02-07	R	0	40.9947756	-91.7475707
NJ	1999-02-08	H	0	40.8042674	-74.012084
NY	1999-02-08	H	0	40.7245448	-73.9418603
KY	1999-02-09	H	0	38.2526647	-85.7584557
NC	1999-02-09	H	0	36.0726354	-79.7919754
TX	1999-02-10	H	0	32.8140177	-96.9488945
NJ	1999-02-11	H	0	40.8042674	-74.012084
OH	1999-02-12	H	0	41.3614401	-81.812912
PA	1999-02-13	H	0	40.688432	-75.2207323
IL	1999-02-13	H	0	41.7689207	-87.857835
KY	1999-02-15	A	0	38.2526647	-85.7584557
KY	1999-02-15	H	0	38.2526647	-85.7584557
KS	1999-02-16	R	0	39.114053	-94.6274636
WA	1999-02-17	H	0	47.6062095	-122.3320708
CO	1999-02-17	R	0	37.1200251	-101.6321057
PA	1999-02-23	H	0	39.9625984	-76.727745
PA	1999-02-25	H	0	39.9525839	-75.1652215
MA	1999-03-03	H	0	42.5998139	-71.3672838
NC	1999-03-03	H	0	36.0998596	-80.244216
KY	1999-03-05	H	0	38.2526647	-85.7584557
IL	1999-03-05	H	0	39.8403147	-88.9548001
CA	1999-03-10	H	0	34.0005691	-118.1597929
CA	1999-03-11	H	0	33.8352932	-117.9145036
NC	1999-03-11	H	0	36.0726354	-79.7919754
CA	1999-03-12	H	0	33.8583483	-118.0647871
NV	1999-03-15	R	0	36.1699412	-115.1398296
IL	1999-03-15	R	0	41.9550296	-87.9400657
NY	1999-03-16	H	0	40.7245448	-73.9418603
OH	1999-03-17	H	0	39.8814519	-83.0929644
MA	1999-03-18	R	0	42.1070383	-72.6203675
UT	1999-03-19	H	0	40.7607793	-111.8910474
TX	1999-03-22	R	0	29.8312295	-95.000102
TX	1999-03-22	H	0	32.7554883	-97.3307658
IL	1999-03-22	H	0	41.7689207	-87.857835
MI	1999-03-24	H	0	43.4194699	-83.9508068
CO	1999-03-25	H	0	39.8083196	-104.9338675
MI	1999-03-25	H	0	43.4194699	-83.9508068
WI	1999-03-26	R	0	46.7207737	-92.1040796
MD	1999-03-30	R	0	39.6528654	-78.7625185
IN	1999-04-01	H	0	39.768403	-86.158068
TN	1999-04-03	H	0	36.1626638	-86.7816016
TN	1999-04-04	A	0	35.1495343	-90.0489801
ID	1999-04-06	H	0	43.4916514	-112.0339645
TN	1999-04-08	H	0	36.1626638	-86.7816016
TN	1999-04-08	H	0	36.1626638	-86.7816016
NC	1999-04-09	H	0	36.0726354	-79.7919754
KY	1999-04-09	H	1	38.0405837	-84.5037164
NC	1999-04-09	H	0	35.2270869	-80.8431267
KY	1999-04-12	A	0	38.2526647	-85.7584557
NY	1999-04-13	H	0	40.7294018	-73.9065883
TX	1999-04-14	H	0	32.8140177	-96.9488945
TX	1999-04-14	H	0	29.5521737	-98.269734
LA	1999-04-20	H	0	30.4582829	-91.1403196
CA	1999-04-23	H	0	37.36883	-122.0363496
AZ	1999-04-26	H	0	33.4483771	-112.0740373
NJ	1999-04-27	H	0	40.735657	-74.1723667
MO	1999-04-27	A	0	38.6270025	-90.1994042
WA	1999-04-28	H	0	47.4739884	-122.2609558
WA	1999-04-28	R	0	46.2395793	-119.1005657
UT	1999-04-30	H	0	40.7607793	-111.8910474
UT	1999-05-05	H	0	40.7607793	-111.8910474
PA	1999-05-05	H	0	41.2459149	-75.8813075
IL	1999-05-06	H	0	41.7689207	-87.857835
NY	1999-05-06	H	0	40.7245448	-73.9418603
GA	1999-05-07	H	0	34.0514898	-84.0712997
NC	1999-05-11	H	0	35.2270869	-80.8431267
KY	1999-05-11	H	0	38.2526647	-85.7584557
NE	1999-05-13	H	0	41.2523634	-95.9979883
OH	1999-05-13	H	0	39.8814519	-83.0929644
KS	1999-05-14	H	0	39.114053	-94.6274636
NC	1999-05-14	H	0	35.2270869	-80.8431267
CT	1999-05-17	H	0	41.4570108	-72.8230736
NJ	1999-05-19	H	0	40.7895453	-74.0565298
OH	1999-05-19	H	0	41.3614401	-81.812912
AZ	1999-05-19	H	0	33.4483771	-112.0740373
OH	1999-05-20	H	0	41.3614401	-81.812912
PA	1999-05-20	A	0	39.9525839	-75.1652215
AR	1999-05-21	H	0	35.436756	-94.348268
NJ	1999-05-21	H	0	40.0506669	-74.9535016
PA	1999-05-25	H	0	40.2010241	-77.2002745
MI	1999-05-25	R	0	42.1394858	-83.1782587
MI	1999-05-25	R	0	42.1394858	-83.1782587
OR	1999-05-27	H	0	45.4076205	-122.5703692
KY	1999-05-29	H	0	38.2526647	-85.7584557
IL	1999-05-30	H	0	41.506146	-87.6355995
CA	1999-06-01	H	0	33.9533487	-117.3961564
CA	1999-06-01	H	0	33.8352932	-117.9145036
FL	1999-06-02	H	0	28.5383355	-81.3792365
GA	1999-06-02	H	0	33.9519347	-83.357567
CA	1999-06-04	H	1	39.7473803	-122.1963748
OH	1999-06-07	R	0	39.9611755	-82.9987942
KS	1999-06-07	H	0	37.6871761	-97.330053
OH	1999-06-08	H	0	39.8814519	-83.0929644
KS	1999-06-10	H	0	37.6871761	-97.330053
NC	1999-06-10	H	0	35.2270869	-80.8431267
CO	1999-06-11	H	0	39.7392358	-104.990251
NM	1999-06-16	H	0	35.0853336	-106.6055534
CT	1999-06-17	H	0	41.8809434	-72.2600655
IL	1999-06-17	H	0	41.7689207	-87.857835
TX	1999-06-17	H	0	32.7667955	-96.5991593
NY	1999-06-18	H	0	44.6994873	-73.4529124
FL	1999-06-18	H	0	28.5383355	-81.3792365
CA	1999-06-21	H	0	33.8583483	-118.0647871
OH	1999-06-22	H	0	39.8814519	-83.0929644
OH	1999-06-22	H	0	39.8814519	-83.0929644
NC	1999-06-22	H	0	36.0726354	-79.7919754
NC	1999-06-23	H	0	35.823483	-78.8255621
IL	1999-06-23	H	0	41.7689207	-87.857835
KY	1999-06-24	A	0	38.2526647	-85.7584557
PA	1999-06-24	H	0	40.4406248	-79.9958864
LA	1999-06-24	H	0	32.5251516	-93.7501789
SC	1999-06-28	H	0	32.8546197	-79.9748103
IA	1999-06-28	H	0	41.6005448	-93.6091064
TN	1999-06-29	A	0	35.1495343	-90.0489801
MT	1999-06-30	H	0	45.7832856	-108.5006904
NJ	1999-06-30	H	0	40.8042674	-74.012084
TN	1999-07-01	H	0	36.1626638	-86.7816016
TN	1999-07-01	A	0	35.1495343	-90.0489801
KY	1999-07-02	A	0	38.2526647	-85.7584557
NM	1999-07-02	H	0	35.0853336	-106.6055534
IN	1999-07-06	H	1	41.4730948	-87.0611412
OR	1999-07-06	H	0	45.5230622	-122.6764816
KS	1999-07-08	H	0	39.0228485	-94.7151865
MA	1999-07-09	H	0	42.5998139	-71.3672838
CA	1999-07-12	H	0	37.654656	-122.4077498
LA	1999-07-12	H	0	30.1126874	-89.8879304
NE	1999-07-13	H	0	41.2523634	-95.9979883
OH	1999-07-13	H	0	41.6639383	-83.555212
TN	1999-07-13	A	0	35.1495343	-90.0489801
IA	1999-07-13	R	1	43.0695607	-92.1557563
OH	1999-07-14	H	0	41.3897764	-81.4412259
TN	1999-07-14	H	0	35.0456297	-85.3096801
KS	1999-07-14	H	0	39.0228485	-94.7151865
NJ	1999-07-14	H	0	40.8042674	-74.012084
NJ	1999-07-14	H	0	40.8042674	-74.012084
NJ	1999-07-14	H	0	40.8042674	-74.012084
OH	1999-07-17	H	0	39.8814519	-83.0929644
OH	1999-07-19	H	0	39.9611755	-82.9987942
MO	1999-07-19	H	0	39.0997265	-94.5785667
MA	1999-07-19	H	0	41.808434	-71.3369972
IL	1999-07-20	H	0	42.1275267	-87.8289548
TN	1999-07-20	H	0	35.0456297	-85.3096801
TN	1999-07-21	A	0	35.1495343	-90.0489801
CA	1999-07-21	H	0	33.8352932	-117.9145036
SD	1999-07-21	R	0	45.4646985	-98.4864829
CT	1999-07-23	H	0	41.4570108	-72.8230736
TX	1999-07-23	H	0	29.3708857	-100.8958674
IN	1999-07-26	H	0	38.677269	-87.5286325
TN	1999-07-27	A	0	35.1495343	-90.0489801
NJ	1999-07-28	H	0	40.8581553	-74.0806971
CA	1999-07-28	H	0	38.049365	-122.1585777
CA	1999-07-29	H	0	38.5804609	-121.530234
CA	1999-07-30	H	0	38.232417	-122.6366524
TN	1999-08-01	H	0	35.1495343	-90.0489801
IN	1999-08-03	H	0	39.768403	-86.158068
FL	1999-08-04	H	0	26.1224386	-80.1373174
IA	1999-08-05	H	0	41.6005448	-93.6091064
MI	1999-08-05	R	0	42.0964314	-83.2918744
OH	1999-08-05	H	0	41.5519954	-81.4784522
UT	1999-08-07	H	0	40.7607793	-111.8910474
IL	1999-08-10	H	0	37.7306054	-88.9331256
OH	1999-08-11	H	0	39.8814519	-83.0929644
IL	1999-08-12	H	0	40.1164204	-88.2433829
CT	1999-08-12	H	0	41.8809434	-72.2600655
CA	1999-08-12	H	0	37.4323341	-121.8995741
TX	1999-08-12	A	0	32.7554883	-97.3307658
TN	1999-08-14	H	0	35.1495343	-90.0489801
MO	1999-08-16	H	0	37.2089572	-93.2922989
OK	1999-08-17	H	0	35.4675602	-97.5164276
NC	1999-08-17	H	0	35.2270869	-80.8431267
MT	1999-08-21	R	0	46.2630502	-106.6819793
NH	1999-08-23	H	0	43.5278546	-71.4703509
OH	1999-08-24	H	0	39.8789527	-82.9507363
MS	1999-08-24	H	0	32.2390366	-90.1584206
IL	1999-08-25	H	0	41.9348537	-87.879523
NJ	1999-08-25	H	0	40.8042674	-74.012084
OH	1999-08-25	A	0	39.4453393	-83.8285375
CO	1999-08-26	H	0	38.682219	-104.7008056
GA	1999-08-26	H	0	33.6418635	-84.3357992
OK	1999-08-27	H	0	35.4675602	-97.5164276
NM	1999-08-27	H	0	35.6869752	-105.937799
IA	1999-08-28	R	0	42.0494674	-92.9080375
OH	1999-08-30	H	0	39.9611755	-82.9987942
PA	1999-08-31	H	0	40.2142565	-77.0085876
OH	1999-09-02	H	0	41.3614401	-81.812912
GA	1999-09-03	H	0	33.952602	-84.5499327
OH	1999-09-03	H	0	39.8814519	-83.0929644
TX	1999-09-03	H	0	33.425125	-94.0476882
KY	1999-09-03	A	0	38.2526647	-85.7584557
PA	1999-09-03	H	0	40.4417682	-75.3415667
GA	1999-09-03	A	1	33.7489954	-84.3879824
CA	1999-09-06	H	0	38.5815719	-121.4943996
CA	1999-09-07	H	0	34.8957957	-117.0172826
OH	1999-09-07	H	0	41.6639383	-83.555212
NM	1999-09-08	H	0	31.796496	-106.5799891
OH	1999-09-08	H	0	39.8814519	-83.0929644
TN	1999-09-10	H	0	36.1626638	-86.7816016
PA	1999-09-11	H	0	40.2010241	-77.2002745
CA	1999-09-11	R	0	38.7521235	-121.2880059
CA	1999-09-11	R	0	38.7521235	-121.2880059
CA	1999-09-11	R	0	38.7521235	-121.2880059
CA	1999-09-11	R	0	38.7521235	-121.2880059
UT	1999-09-13	H	0	40.7607793	-111.8910474
MA	1999-09-16	H	0	42.5998139	-71.3672838
MO	1999-09-17	H	0	38.6270025	-90.1994042
OH	1999-09-18	H	0	39.8814519	-83.0929644
PA	1999-09-19	H	0	40.4656244	-80.0656106
OR	1999-09-20	A	0	45.5230622	-122.6764816
MA	1999-09-21	H	0	42.6703687	-71.3020052
OR	1999-09-21	H	0	45.3840077	-122.7639851
OH	1999-09-22	R	0	41.49932	-81.6943605
IN	1999-09-22	R	0	39.7628227	-86.3997167
WI	1999-09-23	H	0	43.1633426	-87.9645321
IL	1999-09-24	H	0	40.1164204	-88.2433829
OH	1999-09-25	H	0	39.8814519	-83.0929644
NC	1999-09-27	H	0	35.7795897	-78.6381787
PA	1999-09-28	H	0	40.1350928	-76.8596945
TX	1999-09-29	H	0	30.267153	-97.7430608
AL	1999-09-29	H	0	32.3668052	-86.2999689
PA	1999-09-29	H	0	40.4406248	-79.9958864
PA	1999-09-30	H	0	40.3356483	-75.9268747
NY	1999-09-30	H	0	43.16103	-77.6109219
MT	1999-09-30	R	1	46.6674305	-113.1472857
PA	1999-10-01	H	0	40.4406248	-79.9958864
OH	1999-10-01	H	0	39.8814519	-83.0929644
CT	1999-10-02	H	0	41.8809434	-72.2600655
NC	1999-10-02	H	0	36.0726354	-79.7919754
OH	1999-10-03	H	0	41.2397772	-81.6381785
IN	1999-10-04	H	0	39.768403	-86.158068
OR	1999-10-05	H	0	45.5230622	-122.6764816
NC	1999-10-06	H	0	35.2270869	-80.8431267
ME	1999-10-06	H	0	44.100351	-70.2147764
OH	1999-10-06	H	0	39.8814519	-83.0929644
PA	1999-10-07	H	0	40.1350928	-76.8596945
WY	1999-10-07	R	1	42.8546892	-105.5035999
KS	1999-10-08	H	0	38.9536174	-94.7335709
MA	1999-10-08	H	0	42.5998139	-71.3672838
TN	1999-10-09	A	0	35.1495343	-90.0489801
TN	1999-10-11	H	0	35.1495343	-90.0489801
OH	1999-10-12	H	0	39.8814519	-83.0929644
GA	1999-10-12	H	0	34.7698021	-84.9702228
CO	1999-10-13	H	0	39.7294319	-104.8319195
UT	1999-10-13	H	0	40.7607793	-111.8910474
CA	1999-10-14	H	0	37.36883	-122.0363496
OH	1999-10-14	H	0	39.843947	-84.1246608
MO	1999-10-15	H	0	38.6270025	-90.1994042
GA	1999-10-15	H	0	30.8327022	-83.2784851
MI	1999-10-15	R	0	43.2341813	-86.2483921
UT	1999-10-18	H	0	40.7607793	-111.8910474
OR	1999-10-19	H	0	45.5230622	-122.6764816
MI	1999-10-20	R	0	42.2142064	-83.1499239
TN	1999-10-21	H	0	35.1495343	-90.0489801
CA	1999-10-21	R	0	34.9067778	-116.838024
OH	1999-10-21	H	0	41.6639383	-83.555212
MD	1999-10-21	H	0	38.168738	-76.5043987
MS	1999-10-22	H	0	32.2987573	-90.1848103
PA	1999-10-22	H	0	40.0325817	-75.6274583
MO	1999-10-23	R	0	39.0997265	-94.5785667
NE	1999-10-24	R	0	41.1402759	-100.7601454
FL	1999-10-26	H	0	28.5383355	-81.3792365
OH	1999-10-27	H	0	39.8814519	-83.0929644
